,_id,index,name,equipment_category,gear_category,cost,weight,url,desc,tool_category,vehicle_category,quantity,weapon_category,weapon_range,category_range,damage,range,properties,2h_damage,armor_category,armor_class,str_minimum,stealth_disadvantage,contents,speed,capacity,throw_range,special
187,5f2329a90b1bb138c5940e6b,shawm,Shawm,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 2, 'unit': 'gp'}",1.0,/api/equipment/shawm,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
188,5f2329a90b1bb138c5940de1,shield,Shield,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 10, 'unit': 'gp'}",6.0,/api/equipment/shield,,,,,,,,,,,,Shield,"{'base': 2, 'dex_bonus': False, 'max_bonus': None}",0.0,False,,,,,
189,5f2329a90b1bb138c5940dbb,shortbow,Shortbow,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 25, 'unit': 'gp'}",2.0,/api/equipment/shortbow,,,,,Simple,Ranged,Simple Ranged,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 80, 'long': 320}","[{'url': '/api/weapon-properties/ammunition', 'name': 'Ammunition'}, {'url': '/api/weapon-properties/two-handed', 'name': 'Two-Handed'}]",,,,,,,,,,
190,5f2329a90b1bb138c5940dca,shortsword,Shortsword,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 10, 'unit': 'gp'}",2.0,/api/equipment/shortsword,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/finesse', 'name': 'Finesse'}, {'url': '/api/weapon-properties/light', 'name': 'Light'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,,
191,5f2329a90b1bb138c5940e3b,shovel,Shovel,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",5.0,/api/equipment/shovel,,,,,,,,,,,,,,,,,,,,
192,5f2329a90b1bb138c5940db7,sickle,Sickle,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 1, 'unit': 'gp'}",2.0,/api/equipment/sickle,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d4', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/light', 'name': 'Light'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]",,,,,,,,,,
193,5f2329a90b1bb138c5940e3d,signal-whistle,Signal whistle,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'cp'}",0.0,/api/equipment/signal-whistle,,,,,,,,,,,,,,,,,,,,
194,5f2329a90b1bb138c5940e3f,signet-ring,Signet ring,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'gp'}",0.0,/api/equipment/signet-ring,,,,,,,,,,,,,,,,,,,,
195,5f2329a90b1bb138c5940e8d,sled,Sled,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 20, 'unit': 'gp'}",300.0,/api/equipment/sled,,,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
196,5f2329a90b1bb138c5940dbd,sling,Sling,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 1, 'unit': 'sp'}",0.0,/api/equipment/sling,,,,,Simple,Ranged,Simple Ranged,"{'damage_dice': '1d4', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 30, 'long': 120}","[{'url': '/api/weapon-properties/ammunition', 'name': 'Ammunition'}]",,,,,,,,,,
197,5f2329a90b1bb138c5940de7,sling-bullet,Sling bullet,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Ammunition,"{'quantity': 4, 'unit': 'cp'}",1.5,/api/equipment/sling-bullet,,,,20.0,,,,,,,,,,,,,,,,
198,5f2329a90b1bb138c5940e61,smiths-tools,Smith's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 20, 'unit': 'gp'}",8.0,/api/equipment/smiths-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
199,5f2329a90b1bb138c5940e3e,soap,Soap,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'cp'}",0.0,/api/equipment/soap,,,,,,,,,,,,,,,,,,,,
200,5f2329a90b1bb138c5940db8,spear,Spear,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 1, 'unit': 'gp'}",3.0,/api/equipment/spear,,,,,Simple,Melee,Simple Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/versatile', 'name': 'Versatile'}, {'url': '/api/weapon-properties/monk', 'name': 'Monk'}]","{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}",,,,,,,,"{'normal': 20, 'long': 60}",
201,5f2329a90b1bb138c5940e41,spellbook,Spellbook,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 50, 'unit': 'gp'}",3.0,/api/equipment/spellbook,"['Essential for wizards, a spellbook is a leather-bound tome with 100 blank vellum pages suitable for recording spells.']",,,,,,,,,,,,,,,,,,,
202,5f2329a90b1bb138c5940e40,spike-iron,"Spike, iron","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'sp'}",5.0,/api/equipment/spike-iron,,,,,,,,,,,,,,,,,,,,
203,5f2329a90b1bb138c5940de0,splint,Splint,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 200, 'unit': 'gp'}",60.0,/api/equipment/splint,,,,,,,,,,,,Heavy,"{'base': 17, 'dex_bonus': False, 'max_bonus': None}",15.0,True,,,,,
204,5f2329a90b1bb138c5940e07,sprig-of-mistletoe,Sprig of mistletoe,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Druidic focus,"{'quantity': 1, 'unit': 'gp'}",0.0,/api/equipment/sprig-of-mistletoe,"['A druidic focus might be a sprig of mistletoe or holly, a wand or scepter made of yew or another special wood, a staff drawn whole out of a living tree, or a totem object incorporating feathers, fur, bones, and teeth from sacred animals. A druid can use such an object as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
205,5f2329a90b1bb138c5940e42,spyglass,Spyglass,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1000, 'unit': 'gp'}",1.0,/api/equipment/spyglass,['Objects viewed through a spyglass are magnified to twice their size.'],,,,,,,,,,,,,,,,,,,
206,5f2329a90b1bb138c5940e8e,stabling-1-day,Stabling (1 day),"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 5, 'unit': 'sp'}",0.0,/api/equipment/stabling-1-day,,,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
207,5f2329a90b1bb138c5940dee,staff,Staff,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Arcane focus,"{'quantity': 5, 'unit': 'gp'}",4.0,/api/equipment/staff,"['An arcane focus is a special item--an orb, a crystal, a rod, a specially constructed staff, a wand-like length of wood, or some similar item--designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
208,5f2329a90b1bb138c5940dd7,studded-leather,Studded Leather,"{'name': 'Armor', 'url': '/api/equipment-categories/armor'}",,"{'quantity': 45, 'unit': 'gp'}",13.0,/api/equipment/studded-leather,,,,,,,,,,,,Light,"{'base': 12, 'dex_bonus': True, 'max_bonus': None}",0.0,False,,,,,
209,5f2329a90b1bb138c5940e45,tent-two-person,"Tent, two-person","{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'gp'}",20.0,/api/equipment/tent-two-person,"['A simple and portable canvas shelter, a tent sleeps two.']",,,,,,,,,,,,,,,,,,,
210,5f2329a90b1bb138c5940e6e,thieves-tools,Thieves' tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 25, 'unit': 'gp'}",1.0,/api/equipment/thieves-tools,"['This set of tools includes a small file, a set of lock picks, a small mirror mounted on a metal handle, a set of narrow-bladed scissors, and a pair of pliers. Proficiency with these tools lets you add your proficiency bonus to any ability checks you make to disarm traps or open locks.']",Other Tools,,,,,,,,,,,,,,,,,,
211,5f2329a90b1bb138c5940e43,tinderbox,Tinderbox,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 5, 'unit': 'sp'}",1.0,/api/equipment/tinderbox,"['This small container holds flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a torch--or anything else with abundant, exposed fuel--takes an action.', 'Lighting any other fire takes 1 minute.']",,,,,,,,,,,,,,,,,,,
212,5f2329a90b1bb138c5940e5d,tinkers-tools,Tinker's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 50, 'unit': 'gp'}",10.0,/api/equipment/tinkers-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
213,5f2329a90b1bb138c5940e44,torch,Torch,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'cp'}",1.0,/api/equipment/torch,"['A torch burns for 1 hour, providing bright light in a 20-foot radius and dim light for an additional 20 feet. If you make a melee attack with a burning torch and hit, it deals 1 fire damage.']",,,,,,,,,,,,,,,,,,,
214,5f2329a90b1bb138c5940e08,totem,Totem,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Druidic focus,"{'quantity': 1, 'unit': 'gp'}",0.0,/api/equipment/totem,"['A druidic focus might be a sprig of mistletoe or holly, a wand or scepter made of yew or another special wood, a staff drawn whole out of a living tree, or a totem object incorporating feathers, fur, bones, and teeth from sacred animals. A druid can use such an object as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
215,5f2329a90b1bb138c5940dcc,trident,Trident,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'gp'}",4.0,/api/equipment/trident,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d6', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/thrown', 'name': 'Thrown'}, {'url': '/api/weapon-properties/versatile', 'name': 'Versatile'}]","{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}",,,,,,,,"{'normal': 20, 'long': 60}",
216,5f2329a90b1bb138c5940e46,vial,Vial,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'gp'}",0.0,/api/equipment/vial,,,,,,,,,,,,,,,,,,,,
217,5f2329a90b1bb138c5940e6d,viol,Viol,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 30, 'unit': 'gp'}",1.0,/api/equipment/viol,"['Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.']",Musical Instrument,,,,,,,,,,,,,,,,,,
218,5f2329a90b1bb138c5940e90,wagon,Wagon,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 35, 'unit': 'gp'}",400.0,/api/equipment/wagon,,,"Tack, Harness, and Drawn Vehicles",,,,,,,,,,,,,,,,,
219,5f2329a90b1bb138c5940df0,wand,Wand,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Arcane focus,"{'quantity': 10, 'unit': 'gp'}",1.0,/api/equipment/wand,"['An arcane focus is a special item--an orb, a crystal, a rod, a specially constructed staff, a wand-like length of wood, or some similar item--designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
220,5f2329a90b1bb138c5940dcf,war-pick,War pick,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 5, 'unit': 'gp'}",2.0,/api/equipment/war-pick,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/piercing', 'name': 'Piercing'}}","{'normal': 5, 'long': None}",[],,,,,,,,,,
221,5f2329a90b1bb138c5940dcd,warhammer,Warhammer,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 15, 'unit': 'gp'}",2.0,/api/equipment/warhammer,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d8', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/versatile', 'name': 'Versatile'}]","{'damage_dice': '1d10', 'damage_type': {'url': '/api/damage-types/bludgeoning', 'name': 'Bludgeoning'}}",,,,,,,,,
222,5f2329a90b1bb138c5940e77,warhorse,Warhorse,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 400, 'unit': 'gp'}",,/api/equipment/warhorse,,,Mounts and Other Animals,,,,,,,,,,,,,,"{'quantity': 60, 'unit': 'ft/round'}",540 lb.,,
223,5f2329a90b1bb138c5940e95,warship,Warship,"{'name': 'Mounts and Vehicles', 'url': '/api/equipment-categories/mounts-and-vehicles'}",,"{'quantity': 25000, 'unit': 'gp'}",,/api/equipment/warship,,,Waterborne Vehicles,,,,,,,,,,,,,,"{'quantity': 2.5, 'unit': 'mph'}",,,
224,5f2329a90b1bb138c5940e47,waterskin,Waterskin,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 2, 'unit': 'sp'}",5.0,/api/equipment/waterskin,,,,,,,,,,,,,,,,,,,,
225,5f2329a90b1bb138c5940e5e,weavers-tools,Weaver's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 1, 'unit': 'gp'}",5.0,/api/equipment/weavers-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
226,5f2329a90b1bb138c5940e48,whetstone,Whetstone,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Standard Gear,"{'quantity': 1, 'unit': 'cp'}",1.0,/api/equipment/whetstone,,,,,,,,,,,,,,,,,,,,
227,5f2329a90b1bb138c5940dce,whip,Whip,"{'name': 'Weapon', 'url': '/api/equipment-categories/weapon'}",,"{'quantity': 2, 'unit': 'gp'}",3.0,/api/equipment/whip,,,,,Martial,Melee,Martial Melee,"{'damage_dice': '1d4', 'damage_type': {'url': '/api/damage-types/slashing', 'name': 'Slashing'}}","{'normal': 5, 'long': None}","[{'url': '/api/weapon-properties/finesse', 'name': 'Finesse'}, {'url': '/api/weapon-properties/reach', 'name': 'Reach'}]",,,,,,,,,,
228,5f2329a90b1bb138c5940e5f,woodcarvers-tools,Woodcarver's tools,"{'name': 'Tools', 'url': '/api/equipment-categories/tools'}",,"{'quantity': 1, 'unit': 'gp'}",5.0,/api/equipment/woodcarvers-tools,"[""These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.""]",Artisan's Tools,,,,,,,,,,,,,,,,,,
229,5f2329a90b1bb138c5940e09,wooden-staff,Wooden staff,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Druidic focus,"{'quantity': 5, 'unit': 'gp'}",4.0,/api/equipment/wooden-staff,"['A druidic focus might be a sprig of mistletoe or holly, a wand or scepter made of yew or another special wood, a staff drawn whole out of a living tree, or a totem object incorporating feathers, fur, bones, and teeth from sacred animals. A druid can use such an object as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
230,5f2329a90b1bb138c5940e0d,yew-wand,Yew wand,"{'name': 'Adventuring Gear', 'url': '/api/equipment-categories/adventuring-gear'}",Druidic focus,"{'quantity': 10, 'unit': 'gp'}",1.0,/api/equipment/yew-wand,"['A druidic focus might be a sprig of mistletoe or holly, a wand or scepter made of yew or another special wood, a staff drawn whole out of a living tree, or a totem object incorporating feathers, fur, bones, and teeth from sacred animals. A druid can use such an object as a spellcasting focus.']",,,,,,,,,,,,,,,,,,,
